cik,as_of,label,days_to_event,signal,confidence,risk_score,risk_probability,steps,terminated_because,verification_passed,tools_called,baseline_seen,rationale,residual,evidence
1779020,2024-07-01,1,260,watch,0.8,32.0,0.32,12,model_finished,1,available_periods|check_going_concern|get_filing_events|get_metric|get_metric|get_metric|get_metric|get_trend|get_trend|get_prior_distress_events|get_peer_comparison,0,"The company exhibits a contradictory risk profile. It possesses very strong liquidity (Quick Ratio of 5.26) and a low Ohlson O-Score, which suggests it has sufficient assets to avoid immediate insolvency within the next 12 months. However, it is operationally distressed, with a negative interest coverage ratio (-13.96) and a long history of negative ROA. Furthermore, two 8-K filings in 2024 regarding delisting notices indicate significant regulatory and market-cap distress. While the cash cushion likely prevents a bankruptcy filing in the short term, the underlying business model is failing, placing the company in a 'watch' category.",,quick_ratio=5.26 | interest_coverage=-13.96 | ohlson_o_score=-5.18 | return_on_assets=-0.22
1804591,2024-07-01,1,266,severe_risk,0.9,85.0,0.85,15,model_finished,1,available_periods|check_going_concern|get_metric|get_metric|get_metric|get_metric|get_metric|get_filing_events|get_trend|get_trend|get_metric|get_metric|get_filing_events|check_going_concern,0,"The company is in severe distress. The auditor has explicitly expressed substantial doubt about the company's ability to continue as a going concern in the 10-K filed 2024-05-30. This is compounded by two delisting notices (8-K code 3.01) received in Nov 2023 and May 2024, and accelerating losses, with ROA falling to -1.69. While the quick ratio remains above 1.0, the combination of the auditor's warning and regulatory failures indicates a very high probability of bankruptcy within 12 months.",,return_on_assets=-1.6871449285998072 | quick_ratio=1.907186780909598
1813914,2024-07-01,1,140,severe_risk,0.9,88.0,0.88,10,model_finished,1,available_periods|get_metric|get_metric|get_metric|get_metric|get_metric|check_going_concern|get_filing_events|get_trend|get_trend,0,"The company exhibits a classic pattern of severe credit distress. Quantitatively, there is a collapse in liquidity (Quick Ratio 0.42) and a surge in leverage (Liabilities/Assets 0.90), coupled with extreme losses (ROA -1.10). Qualitatively, the company has failed to meet reporting deadlines (multiple NT 10-K filings), issued a non-reliance notice on previous financials (8-K 4.02), and received a delisting notice (8-K 3.01). While the latest 10-Q/A did not contain a going concern qualification, the combination of financial deterioration and reporting failures indicates a very high probability of bankruptcy.",,quick_ratio=0.4178281359671112 | liabilities_to_assets=0.9014200201828652 | return_on_assets=-1.0963370827256815
1830210,2024-07-01,1,267,severe_risk,0.9,85.0,0.85,12,model_finished,1,available_periods|get_metric|get_metric|get_metric|get_metric|get_metric|get_trend|get_trend|check_going_concern|get_filing_events|get_prior_distress_events,0,"The company is in severe distress. The most critical signal is the explicit 'going concern' doubt issued by the auditor in the latest 10-Q (May 2024), stating substantial doubt about the ability to continue as a going concern. This is compounded by delisting notices in late 2023, indicating failure to meet exchange requirements. Financially, the company is suffering from deep and worsening losses (ROA -42%) and a sharply declining liquidity position (Quick Ratio dropped from 3.58 to 1.53 over 4 years). While the current quick ratio is still above 1.0, the combination of the auditor's warning and the delisting notices strongly suggests a high probability of bankruptcy or a similar restructuring event within the next 12 months.",,quick_ratio=1.5330348325487302 | return_on_assets=-0.4196765223974029
1834045,2024-07-01,1,23,severe_risk,1.0,98.0,0.98,8,model_finished,1,available_periods|check_going_concern|get_metric|check_threshold|get_metric|get_metric|get_metric|get_filing_events,0,"The company is in severe credit distress. The most critical evidence is the explicit 'going concern' warning in the latest 10-Q (filed 2024-05-15), where management concluded there is substantial doubt about the company's ability to continue as a going concern and noted it may be forced to seek bankruptcy protection. This is corroborated by critical financial metrics: a very low quick ratio (0.35) indicating a liquidity crisis, and negative interest coverage (-11.34) showing an inability to service debt from operations. Furthermore, the company has a history of severe reporting and compliance failures, with 8 significant filing events (including multiple delisting notices, late filings, and non-reliance on previous financial statements) as reported by the filing events tool.",,quick_ratio=0.346 | interest_coverage=-11.34 | liabilities_to_assets=0.692 | ohlson_o_score=-3.86
1835972,2024-07-01,1,175,severe_risk,0.9,88.0,0.88,8,model_finished,1,available_periods|check_going_concern|get_filing_events|get_metric|get_metric|get_metric|get_metric|get_trend,0,"The company is in severe financial and operational distress. The quick ratio of 0.02 indicates a near-total lack of liquid assets to cover short-term obligations. Interest coverage is deeply negative (-61.38), meaning the company cannot service its debt from operations. Furthermore, the company has a history of severe reporting failures, including non-reliance on financial statements, multiple delisting notices, and a change in auditors (7 events in the last 540 days). While the latest 10-Q mentions that a business combination has 'alleviated' going concern doubts, the quantitative metrics and the pattern of regulatory failures suggest a very high risk of bankruptcy or insolvency within the next year.",,quick_ratio=0.02 | interest_coverage=-61.38 | liabilities_to_assets=0.526
1850838,2024-07-01,1,224,severe_risk,0.9,88.0,0.88,10,model_finished,1,available_periods|check_going_concern|get_metric|get_metric|get_metric|get_metric|get_metric|get_filing_events|get_trend,0,"The company is in severe distress. The auditor has explicitly issued a going concern doubt in the latest 10-Q (filed 2024-05-06), citing obstacles to raising required funds. Financial metrics confirm this: the company has massive operational losses (ROA -47.67%) and cannot service its debt from operations (Interest Coverage -55.67). While the quick ratio remains above 1.0, it has plummeted from 19.13 in 2021 to 3.35 in 2023, indicating a rapid burn of cash. The combination of an auditor's going concern warning and deteriorating fundamentals makes a bankruptcy filing highly likely within 12 months.",,ohlson_o_score=-2.6633318009695426 | quick_ratio=3.353129896291875 | liabilities_to_assets=0.7161171623459871 | interest_coverage=-55.66962798445308 | return_on_assets=-0.476732920348786
2488,2024-10-01,0,,healthy,0.9,8.0,0.08,12,model_finished,1,available_periods|get_metric|get_metric|get_metric|get_metric|get_trend|get_trend|check_going_concern|get_filing_events|get_prior_distress_events|get_peer_comparison|check_threshold,0,"The company exhibits strong liquidity (quick ratio 1.86) and adequate interest coverage (3.78). While there is a concerning multi-year downward trend in Return on Assets (from peaks over 25% to 1.26%), the current balance sheet strength and the absence of any auditor going-concern warnings or credit-related filing events suggest a very low probability of bankruptcy in the next 12 months.",,quick_ratio=1.856331290177904 | interest_coverage=3.7830188679245285 | return_on_assets=0.012580098696324666
14272,2024-10-01,0,,healthy,1.0,2.0,0.02,11,model_finished,1,available_periods|get_metric|get_metric|get_metric|get_metric|get_metric|check_going_concern|get_filing_events|get_prior_distress_events|get_trend|get_trend,0,"The company exhibits strong financial health across multiple dimensions. The Ohlson O-score is very low, indicating minimal bankruptcy risk. Liquidity is healthy with a quick ratio of 1.31, and profitability is positive and improving (ROA increased from 6.4% to 8.4% over three years). There are no auditor going-concern warnings, no material weaknesses, and no credit-related filing events (8-Ks) in the last 540 days. The absence of prior distress events further supports a healthy profile.",,ohlson_o_score=-8.184424464096434 | quick_ratio=1.3075195400233581 | return_on_assets=0.08433253817295264 | liabilities_to_assets=0.6901501697159491
37996,2024-10-01,0,,watch,0.8,38.0,0.38,12,model_finished,1,available_periods|get_metric|get_metric|get_metric|get_metric|get_metric|check_going_concern|get_filing_events|get_trend|get_trend|get_trend|get_prior_distress_events,0,"The company shows signs of credit stress, specifically an interest coverage ratio below 1.0 and high leverage (liabilities to assets of 0.84). A material impairment was also reported in August 2024. However, the risk is mitigated by a quick ratio above 1.0 and a very low Ohlson O-score (-7.67), suggesting that while operating performance is weak, the company maintains sufficient liquidity and asset backing to avoid immediate bankruptcy. This places the company in a 'watch' category rather than high risk.",,interest_coverage=0.716931564429266 | liabilities_to_assets=0.843408583659581 | quick_ratio=1.04234174784056
50863,2024-10-01,0,,elevated_risk,0.8,52.0,0.52,12,model_finished,1,available_periods|get_metric|get_metric|get_metric|get_trend|get_metric|get_trend|check_going_concern|get_filing_events|get_prior_distress_events|get_metric|get_peer_comparison,0,"The company exhibits a severe and consistent deterioration in its ability to service debt from operations, with the interest coverage ratio falling to 0.11. This is coupled with a sharp decline in return on assets over five years. While the quick ratio suggests sufficient short-term liquidity to avoid an immediate crisis, and the absence of auditor going-concern warnings or 8-K credit events provides some stability, the operational trend is highly alarming. The company is effectively unable to pay its interest from earnings, making it highly dependent on cash reserves or external financing.",,interest_coverage=0.10592255125284739 | return_on_assets=0.008816528511473493 | quick_ratio=1.1457598117848358
59478,2024-10-01,0,,healthy,0.8,12.0,0.12,12,model_finished,1,available_periods|get_metric|get_metric|get_metric|get_metric|check_going_concern|get_filing_events|get_trend|get_metric|get_line_item|get_metric|get_peer_comparison,0,"The company appears fundamentally sound with a strong return on assets (approx 8%) and no auditor-expressed doubts regarding its ability to continue as a going concern. There are no recent credit-related filing events (8-Ks). The primary area of concern is a deteriorating liquidity position, as evidenced by a declining quick ratio (from 1.08 to 0.73 over five periods) and a current ratio that has fallen below 1.0. While this indicates tightening liquidity, the overall profitability and lack of distress signals suggest a low probability of bankruptcy within the next 12 months.",,return_on_assets=0.08187319060779955 | quick_ratio=0.7311051837087627 | current_ratio=0.9426157431155013
80424,2024-10-01,0,,healthy,0.9,5.0,0.05,9,model_finished,1,available_periods|check_going_concern|get_filing_events|get_metric|get_metric|get_metric|get_metric|get_metric|get_trend,0,"The company exhibits strong financial health across most key metrics. It has a very low Ohlson O-Score, high interest coverage, and healthy ROA. While the quick ratio is below 1.0, it is on an improving trend. There are no auditor going-concern doubts or material weaknesses. A material impairment event occurred in December 2023, but it has not significantly impacted the company's overall solvency or profitability.",,ohlson_o_score=-8.76 | interest_coverage=20.05 | return_on_assets=0.12 | quick_ratio=0.53
92122,2024-10-01,0,,healthy,0.95,5.0,0.05,11,model_finished,1,available_periods|get_metric|get_metric|get_metric|get_metric|get_metric|check_going_concern|get_filing_events|get_prior_distress_events|get_trend|get_trend,0,"The company exhibits strong financial health across multiple dimensions. The Ohlson O-score is significantly negative, suggesting a very low risk of bankruptcy. Profitability is positive (ROA 2.76%), and the company can comfortably cover its interest payments (Interest Coverage 2.38). Liquidity is moderate but stable. Furthermore, there are no auditor going-concern warnings, no material weaknesses, no credit-related 8-K filings, and no history of distress events.",,ohlson_o_score=-7.357652307020753 | quick_ratio=0.774634291230415 | liabilities_to_assets=0.7471847614672973 | interest_coverage=2.3818479149632052 | return_on_assets=0.027624864531224206
93556,2024-10-01,0,,healthy,0.6,12.0,0.12,12,model_finished,1,available_periods|get_metric|get_metric|get_metric|get_metric|get_metric|get_line_item|get_line_item|check_going_concern|get_filing_events|get_prior_distress_events|get_trend,0,"The company shows no signs of acute credit distress. There are no auditor going-concern doubts, no material weaknesses, and no credit-related 8-K filing events (covenant breaches, etc.) in the last 540 days. While the quick ratio is low (0.387), it is on an improving trend, and the negative return on assets is marginal (-1.3%). The absence of any distress signals in the filings suggests a low probability of bankruptcy within the next 12 months.","Missing 'total_liabilities' and 'operating_income' tags in the filings prevented the calculation of the Ohlson O-Score, Interest Coverage, and Liabilities-to-Assets ratio.",quick_ratio=0.3873232254555344 | return_on_assets=-0.013121307651349319
105319,2024-10-01,1,217,elevated_risk,0.8,68.0,0.68,12,model_finished,1,available_periods|get_metric|get_metric|get_metric|get_metric|get_metric|check_going_concern|get_filing_events|get_prior_distress_events|get_trend|get_peer_comparison|get_trend,0,"The company is technically insolvent with a liabilities-to-assets ratio of 1.775, indicating that liabilities far exceed assets. This is compounded by a very low interest coverage ratio (0.23), suggesting the company is struggling to meet its interest obligations from operating income. While the latest 10-Q (August 2024) does not contain a going concern qualification and there are no recent 8-K credit events, the fundamental balance sheet and cash flow metrics are indicative of severe financial distress. The risk is elevated due to the combination of negative equity and poor debt serviceability, though the lack of formal auditor warnings prevents a 'severe' classification.",,liabilities_to_assets=1.775021129700722 | interest_coverage=0.2328949975493519 | return_on_assets=-0.1143091351588037 | quick_ratio=0.8731833623735776
748790,2024-10-01,1,199,severe_risk,1.0,95.0,0.95,8,model_finished,1,available_periods|get_metric|get_metric|get_metric|get_metric|get_metric|check_going_concern|get_filing_events,0,"The company exhibits severe credit distress. It has an explicit 'going concern' warning in its latest 10-Q (filed 2024-08-21), stating that a significant cash shortfall raises substantial doubt about its ability to continue as a going concern. Financially, the quick ratio is near zero (0.03), indicating a total lack of liquid assets to meet short-term obligations. The liabilities-to-assets ratio is 0.99, meaning the company has virtually no equity cushion. Additionally, the interest coverage ratio is deeply negative (-22.63), showing it cannot service its debt from operating income. Late filing notices (NT 10-K and NT 10-Q) further indicate operational instability. These factors combined make a bankruptcy filing highly likely within the next 12 months.",,quick_ratio=0.03184935538299885 | liabilities_to_assets=0.9928604463384889 | interest_coverage=-22.629506641366223
812074,2024-10-01,0,,elevated_risk,0.8,58.0,0.58,12,model_finished,1,available_periods|get_metric|get_metric|get_metric|get_metric|check_going_concern|get_filing_events|get_trend|get_trend|get_metric|get_peer_comparison|check_threshold,0,"The company exhibits severe credit distress signals, most notably an interest coverage ratio of 0.20, meaning operating income covers only a fraction of interest obligations. This is a sharp decline from previous years. Additionally, the company is unprofitable (negative ROA) and reported a material impairment in late 2023. While the auditor has not yet issued a going concern warning and the quick ratio remains above 0.7, the inability to service debt from operations is a critical risk factor for bankruptcy within 12 months.",,interest_coverage=0.1959 | quick_ratio=0.7728 | return_on_assets=-0.0107
831259,2024-10-01,0,,healthy,1.0,2.0,0.02,9,model_finished,1,available_periods|get_metric|get_metric|get_metric|get_metric|get_metric|check_going_concern|get_filing_events|get_prior_distress_events,0,"The company exhibits strong financial health across all key metrics. It has high liquidity (Quick Ratio 2.42), low leverage (Liabilities to Assets 0.48), and is profitable (ROA 7.14%). The Ohlson O-score is deeply negative, suggesting a very low probability of distress. Furthermore, there are no auditor going-concern doubts, no material weaknesses, no credit-related filing events, and no history of distress events.",,ohlson_o_score=-9.17 | quick_ratio=2.42 | liabilities_to_assets=0.48 | return_on_assets=0.07
837852,2024-10-01,1,66,severe_risk,1.0,98.0,0.98,8,model_finished,1,available_periods|get_metric|get_metric|get_metric|get_metric|get_metric|check_going_concern|get_filing_events,0,"The company exhibits all the primary indicators of imminent bankruptcy. Financially, it is insolvent (liabilities > assets), lacks liquidity (quick ratio ~0.11), and is losing money rapidly (negative ROA and interest coverage). The auditor has explicitly issued a going-concern doubt in the latest 10-K. Furthermore, the company's operational instability is evidenced by a chronic pattern of late SEC filings and multiple delisting notices. The combination of technical insolvency, auditor warnings, and regulatory failures makes a bankruptcy filing highly likely within the next 12 months.",,ohlson_o_score=3.275 | quick_ratio=0.108 | liabilities_to_assets=1.17 | interest_coverage=-50.49 | return_on_assets=-1.91
858877,2024-10-01,0,,healthy,0.9,5.0,0.05,10,model_finished,1,available_periods|get_metric|get_metric|get_metric|get_metric|check_going_concern|get_filing_events|get_trend|get_metric|get_peer_comparison,0,"The company exhibits strong credit characteristics, most notably a very high interest coverage ratio (12.11) and a low Ohlson O-score (-8.16). While the current and quick ratios are slightly below 1.0, indicating some liquidity tightness, the overall profitability (ROA 8.3%) and lack of any going concern warnings or distress-related filing events suggest a very low probability of bankruptcy in the next 12 months.",,ohlson_o_score=-8.16 | interest_coverage=12.11 | current_ratio=0.91 | return_on_assets=0.083
878927,2024-10-01,0,,healthy,0.6,1.0,0.01,9,model_finished,1,available_periods|get_metric|get_metric|get_metric|get_metric|get_metric|check_going_concern|get_filing_events|get_prior_distress_events,0,"The company exhibits extremely strong financial health across all key metrics. It has high liquidity (quick ratio > 2), very low leverage (liabilities to assets ~ 0.23), exceptional interest coverage, and strong profitability (ROA ~ 22.5%). There are no auditor going-concern warnings, no material weaknesses, and no credit-related filing events. The Ohlson O-score is deeply negative, further confirming a very low probability of distress.",None,ohlson_o_score=-11.99 | quick_ratio=2.1 | liabilities_to_assets=0.23 | interest_coverage=3535.93 | return_on_assets=0.22
882095,2024-10-01,0,,healthy,0.6,3.0,0.03,12,model_finished,1,available_periods|get_metric|get_metric|get_metric|get_metric|get_metric|check_going_concern|get_filing_events|get_prior_distress_events|get_line_item|get_trend|get_trend,0,"The company exhibits strong financial health across all available metrics. Liquidity is robust and improving (Quick Ratio 1.27), interest coverage is high (8.06), and the company remains profitable (ROA 9.1%). Furthermore, there are no auditor going-concern doubts, no material weaknesses, and no credit-related 8-K filing events in the lookback period. While total liabilities were not tagged (preventing the calculation of the O-Score), the combination of strong liquidity, profitability, and clean filing history indicates a very low risk of bankruptcy.","Total liabilities not tagged in filings, preventing calculation of liabilities-to-assets and Ohlson O-Score.",quick_ratio=1.26755319148936 | interest_coverage=8.05614406779661 | return_on_assets=0.0911871227364185
895419,2024-10-01,1,272,watch,0.8,32.0,0.32,12,model_finished,1,available_periods|get_metric|get_metric|get_metric|get_metric|get_trend|get_trend|get_line_item|get_line_item|get_line_item|get_line_item|check_going_concern,0,"The company is in a state of fundamental operational distress, characterized by heavy net losses (-$864M) and significant negative cash flow from operations (-$725M). The interest coverage ratio is negative, indicating that the company cannot service its debt from operating income. However, the company maintains a very strong liquidity position with $1.05 billion in cash and a quick ratio of 3.85. At the current burn rate, the company has approximately 17 months of runway, which mitigates the immediate risk of a bankruptcy filing within the next 12 months. The absence of an auditor's going-concern qualification further supports a buffer, although the long-term trajectory is concerning.",,quick_ratio=3.85 | return_on_assets=-0.108 | interest_coverage=-1.81 | cash=1045900000.0 | cash_from_operations=-725600000.0
927653,2024-10-01,0,,healthy,0.9,8.0,0.08,11,model_finished,1,available_periods|get_metric|get_metric|get_metric|get_metric|check_going_concern|get_filing_events|get_trend|get_metric|get_peer_comparison|get_prior_distress_events,0,"The company exhibits strong credit characteristics, including a high interest coverage ratio (15.5x) and positive return on assets (4.45%). There are no auditor going-concern doubts, no material weaknesses, and no recent credit-related filing events (8-Ks). While the quick ratio is low (0.51) and has shown a slight downward trend over five years, the overall profitability and debt-servicing capacity suggest a very low risk of bankruptcy in the near term.",,quick_ratio=0.512462516950933 | interest_coverage=15.511904761904763 | return_on_assets=0.044511661699509215
1037976,2024-10-01,0,,healthy,0.9,5.0,0.05,11,model_finished,1,available_periods|check_going_concern|get_filing_events|get_metric|get_metric|get_metric|get_metric|get_metric|get_trend|get_trend|get_peer_comparison,0,"The company shows no signs of immediate credit distress. There are no auditor going-concern doubts, no material weaknesses, and no credit-related 8-K filings. Liquidity is stable (quick ratio > 1), and the Ohlson O-score is very low, suggesting a low probability of default. While return on assets is declining, it remains positive. The absence of interest expense suggests a low debt burden.",,quick_ratio=1.0637 | ohlson_o_score=-7.1142 | liabilities_to_assets=0.601 | return_on_assets=0.014
1043219,2024-10-01,0,,watch,0.6,22.0,0.22,12,model_finished,1,available_periods|get_metric|get_metric|get_metric|get_metric|check_going_concern|get_filing_events|get_prior_distress_events|get_trend|get_metric|get_trend|check_threshold,0,"The company exhibits high leverage (liabilities-to-assets of 87.8%) and a negative return on assets (-1.76%), which are typical risk indicators. However, the leverage ratio has remained remarkably stable over a five-year period, suggesting this capital structure may be intentional or normal for its business model. Crucially, there are no 'smoking guns': no auditor going-concern doubts, no material weaknesses, no covenant breaches, and no late filings in the lookback period. The inability to calculate the quick ratio or O-score due to missing line items is a data gap, but the lack of acute distress signals suggests the risk of bankruptcy within 12 months is low, though the high leverage warrants a 'watch' status.",Missing liquidity metrics (quick_ratio) and O-score due to missing current asset/liability line items in filings.,liabilities_to_assets=0.8783071183189428 | return_on_assets=-0.01762543941558023
1065280,2024-10-01,0,,healthy,1.0,2.0,0.02,8,model_finished,1,available_periods|get_metric|get_metric|get_metric|get_metric|check_going_concern|get_filing_events|get_trend,0,"The company exhibits strong financial health across all key metrics. The Ohlson O-Score is deeply negative, suggesting a very low probability of distress. Liquidity is adequate (Quick Ratio > 1), and debt service capacity is strong (Interest Coverage ~10x). Profitability is positive and has trended upwards over the last five years. Furthermore, there are no auditor going-concern warnings or credit-related filing events in the lookback period.",,ohlson_o_score=-8.601285438048238 | quick_ratio=1.119345353136986 | interest_coverage=9.936759994627236 | return_on_assets=0.11097412147650357
1100682,2024-10-01,0,,healthy,1.0,2.0,0.02,9,model_finished,1,available_periods|get_metric|get_metric|get_metric|get_metric|get_metric|check_going_concern|get_filing_events|get_prior_distress_events,0,"All key financial metrics indicate a healthy company with strong liquidity, manageable debt, and positive profitability. There are no auditor going-concern warnings, no material weaknesses, no recent credit-related filing events, and no history of distress events. The Ohlson O-score is significantly below the distress threshold.",,ohlson_o_score=-7.726676904169591 | quick_ratio=1.1642725399542406 | liabilities_to_assets=0.5535085352643642 | interest_coverage=4.515112281471729 | return_on_assets=0.057916283353717714
1101680,2024-10-01,1,164,severe_risk,0.9,92.0,0.92,8,model_finished,1,available_periods|get_metric|get_metric|get_metric|get_metric|get_metric|check_going_concern|get_filing_events,0,"The company exhibits extreme operational and financial distress. While the quick ratio is near 1.0, the qualitative evidence is overwhelming: 15 filing events including repeated delisting notices (3.01), multiple late filings (NT 10-Q/K), non-reliance on previous financial statements (4.02), and frequent auditor changes (4.01). Combined with a very high liabilities-to-assets ratio (0.91) and a deeply negative ROA (-54%), the company is in a state of severe instability. The material weakness in internal controls further compounds the risk. These patterns are highly predictive of a bankruptcy filing or total corporate collapse.",,liabilities_to_assets=0.9095400210922243 | return_on_assets=-0.5422145231593425
1162461,2024-10-01,1,155,severe_risk,1.0,95.0,0.95,9,model_finished,1,available_periods|get_metric|get_metric|get_metric|get_metric|get_metric|check_going_concern|get_filing_events,0,"The company exhibits multiple critical distress signals. It is technically insolvent (liabilities to assets > 1), unable to service its debt (negative interest coverage), and experiencing massive losses (ROA -47%). Most critically, the auditor has issued a formal going-concern doubt warning in the latest 10-Q. The risk is further compounded by a history of late filings, a non-reliance notice on previous financial statements, and a delisting notice issued on 2024-10-01. These combined factors point to a very high likelihood of bankruptcy.",,liabilities_to_assets=1.4962 | interest_coverage=-13.2623 | return_on_assets=-0.4701 | ohlson_o_score=-0.6881
1166691,2024-10-01,0,,healthy,0.9,7.0,0.07,12,model_finished,1,available_periods|get_metric|get_metric|get_metric|get_metric|check_going_concern|get_filing_events|get_trend|get_trend|get_metric|get_line_item|get_line_item,0,"The company is in a strong position regarding debt serviceability and profitability. Interest coverage is robust at 5.7x, and return on assets is positive (5.8%). There are no auditor going-concern doubts, no material weaknesses, and no credit-related filing events (such as covenant breaches) in the last 540 days. The only point of concern is a deteriorating quick ratio, which has fallen to 0.60 over the last five years, suggesting a tightening of short-term liquidity. However, given the strong earnings and interest coverage, the risk of bankruptcy within the next 12 months is very low.",,quick_ratio=0.5967212299119359 | interest_coverage=5.704428676290678 | return_on_assets=0.058109368568526235
1170010,2024-10-01,0,,healthy,0.9,8.0,0.08,12,model_finished,1,available_periods|check_going_concern|get_filing_events|get_metric|get_metric|get_metric|get_metric|get_metric|get_trend|get_trend|get_peer_comparison|check_threshold,0,"The company shows no signs of immediate credit distress. There is no auditor going-concern doubt, no material weaknesses, and no recent credit-related filing events. While the quick ratio and return on assets have shown a slight downward trend over the last three periods, the company remains profitable (ROA > 0) and the Ohlson O-Score is strongly negative, which is a positive indicator. Liquidity is tight (quick ratio < 1.0) but not at a critical level.",,quick_ratio=0.6696931049708752 | ohlson_o_score=-6.6136142439938 | return_on_assets=0.01761986898677811 | liabilities_to_assets=0.7766744370669826
1220754,2024-10-01,1,323,severe_risk,0.9,85.0,0.85,10,model_finished,1,available_periods|get_metric|get_metric|get_metric|get_metric|get_metric|check_going_concern|get_filing_events|get_trend|get_trend,0,"The company is in severe distress. The most critical signal is the auditor's 'going concern' doubt expressed in the latest 10-Q (August 2024), which explicitly states substantial doubt about the company's ability to continue for another year. This is supported by a very high liabilities-to-assets ratio (0.91), indicating extreme leverage, and a rapidly deteriorating return on assets (from -0.3% in 2021 to -11.6% in 2023). While the quick ratio is stable, it remains below 1.0, and the material weakness in internal controls further compounds the risk. The combination of negative earnings, high debt, and an explicit auditor warning makes a bankruptcy filing within 12 months highly likely.",,liabilities_to_assets=0.9116 | return_on_assets=-0.1157 | quick_ratio=0.7781
1326160,2024-10-01,0,,healthy,0.6,15.0,0.15,12,model_finished,1,available_periods|get_metric|get_metric|get_metric|get_metric|get_metric|get_trend|get_trend|check_going_concern|get_filing_events|get_prior_distress_events|get_peer_comparison,0,"The company exhibits stable financial health with positive return on assets and an improving quick ratio. Interest coverage remains adequate at 2.35x. There are no auditor going-concern doubts or material weaknesses reported in the latest 10-Q (August 2024). While a material impairment was reported in June 2023, subsequent filings do not indicate systemic distress or liquidity crises.","Total liabilities were not tagged in the filings, preventing the calculation of the Ohlson O-Score and Liabilities-to-Assets ratio.",quick_ratio=0.7388 | interest_coverage=2.3457 | return_on_assets=0.016
1411688,2024-10-01,1,82,elevated_risk,0.8,72.0,0.72,12,model_finished,1,available_periods|get_metric|get_metric|get_metric|get_metric|check_going_concern|get_filing_events|get_trend|get_trend|get_metric|get_peer_comparison|check_threshold,0,"The company exhibits severe financial distress characterized by negative interest coverage and negative return on assets, meaning it is losing money and cannot cover its debt obligations from operating income. Liquidity is critically low (quick ratio 0.37). Most significantly, the company received a delisting notice (8-K 3.01) in May 2024, which is a strong indicator of regulatory and financial instability. While the auditor has not yet issued a going-concern qualification as of August 2024, the combination of operational losses, debt service failure, and the delisting notice points to a high probability of credit distress.",,interest_coverage=-5.066466718266254 | quick_ratio=0.3734793124342913 | liabilities_to_assets=0.8294564619566088 | return_on_assets=-0.11030634421406182
1455684,2024-10-01,1,314,elevated_risk,0.8,58.0,0.58,12,model_finished,1,available_periods|get_metric|get_metric|get_metric|get_trend|get_metric|get_metric|check_going_concern|get_filing_events|get_peer_comparison|get_trend|get_prior_distress_events,0,"The company is in a state of fundamental financial distress, characterized by balance sheet insolvency (liabilities to assets > 1) and a complete lack of operational capacity to cover interest expenses (interest coverage of -13.5). The trend in interest coverage has deteriorated significantly over five years. Additionally, two material impairment charges in the last 14 months indicate ongoing asset devaluation. However, the risk of a bankruptcy filing within the next 12 months is mitigated by a healthy quick ratio (1.28), suggesting the company has enough liquid assets to meet immediate obligations, and the absence of a going concern qualification in the most recent 10-Q filing.",,liabilities_to_assets=1.1521042682320166 | interest_coverage=-13.506687582562748 | quick_ratio=1.2775056221064591 | return_on_assets=-0.25094393592677344
1456772,2024-10-01,0,,healthy,0.9,12.0,0.12,12,model_finished,1,available_periods|check_going_concern|get_filing_events|get_metric|get_metric|get_metric|get_metric|get_line_item|get_line_item|get_line_item|get_line_item|get_line_item,0,"The company shows no signs of immediate credit distress. There are no auditor going-concern doubts or material weaknesses, and no credit-related filing events (like covenant breaches) in the last 540 days. While the company reported a net loss of $69.4 million, it generated $141.7 million in cash from operations, indicating that its core business is cash-generative despite accounting losses. Leverage is moderate at 68.5% liabilities to assets.",,liabilities_to_assets=0.6852673743110017 | net_income=-69432000.0 | cash_from_operations=141726000.0
1498710,2024-10-01,1,48,elevated_risk,0.8,48.0,0.48,12,model_finished,1,available_periods|get_metric|get_metric|get_metric|get_metric|get_metric|get_trend|get_trend|check_going_concern|get_filing_events|get_prior_distress_events|get_metric,0,"The company exhibits chronic operational distress, with negative return on assets and negative interest coverage persisting for several years. This indicates a fundamental inability to generate profit or service debt from operations. While the current/quick ratio remains near 1.0 and there are no auditor going-concern warnings or credit-related 8-K filings, the long-term trend of deterioration places the company at an elevated risk of distress if liquidity is further depleted.",,interest_coverage=-2.93 | return_on_assets=-0.0475 | quick_ratio=0.9
1537028,2024-10-01,1,63,elevated_risk,0.8,52.0,0.52,11,model_finished,1,available_periods|get_metric|get_metric|get_metric|get_metric|get_metric|get_trend|check_going_concern|get_filing_events|get_prior_distress_events|get_peer_comparison,0,"The company presents a contradictory profile. Financial ratios (Quick Ratio 1.07, Ohlson O-score -6.21) and the absence of a going-concern qualification suggest short-term stability. However, the company suffers from chronic unprofitability (negative ROA) and has experienced two significant red flags: an auditor change in 2023 and a delisting notice in August 2024. A delisting notice is a severe signal of regulatory or financial failure that often impairs a company's ability to raise capital and can trigger debt defaults. This combination of chronic losses and regulatory distress elevates the risk beyond a simple 'watch' status, despite the current liquidity buffer.",,quick_ratio=1.07 | return_on_assets=-0.0955 | liabilities_to_assets=0.54 | ohlson_o_score=-6.21
